,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
2255,Color,Antoine Fuqua,197.0,132.0,847.0,625.0,Lili Taylor,3000.0,31281898,Crime|Drama|Thriller,Don Cheadle,Brooklyn's Finest ,52852,6317,Armando Riesco,1.0,catholic|corrupt cop|new york city|police detective|police officer killed,138.0,English,USA,R,19584000.000000004,2009,960.0,6.7,2.35,4000.0
2256,Color,Sam Mendes,217.0,98.0,,374.0,Jim Gaffigan,925.0,10864498,Comedy|Drama|Romance,Catherine O'Hara,Away We Go ,45992,1997,Carmen Ejogo,2.0,baby|children|friend|love|road trip,115.0,English,USA,R,19584000.000000004,2009,472.0,7.1,2.35,7000.0
2257,Color,Donald Petrie,112.0,98.0,80.0,399.0,Harland Williams,567.0,9978990,Comedy|Romance,Nia Vardalos,My Life in Ruins ,15033,2016,Rachel Dratch,1.0,greece|greek|tour bus|tour guide|tourist,75.0,English,USA,PG-13,19584000.000000004,2009,503.0,5.9,1.85,
2258,Color,David S. Goyer,178.0,89.0,687.0,389.0,Atticus Shaffer,10000.0,49119166,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,The Unborn ,42182,12183,Rachel Brosnahan,1.0,babysitting|experiment|nightmare|possession|twin,230.0,English,USA,PG-13,18432000.000000004,2009,787.0,4.8,2.35,
2259,Color,David S. Goyer,178.0,89.0,687.0,389.0,Atticus Shaffer,10000.0,49119166,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,The Unborn ,42183,12183,Rachel Brosnahan,1.0,babysitting|experiment|nightmare|possession|twin,230.0,English,USA,PG-13,18432000.000000004,2009,787.0,4.8,2.35,
2260,Color,Karyn Kusama,300.0,107.0,45.0,271.0,Amy Sedaris,24000.0,18667921,Comedy|Fantasy|Horror,J.K. Simmons,Jennifer's Body ,92712,24805,Cynthia Stevenson,1.0,cannibalism|cheerleader|condom|hook for hand|satanic ritual,294.0,English,USA,R,18432000.000000004,2009,396.0,5.1,1.85,6000.0
2261,Color,Richard Kelly,287.0,115.0,219.0,258.0,Gillian Jacobs,902.0,17332618,Drama|Fantasy|Mystery|Thriller,Frank Langella,The Box ,76303,2466,Celia Weston,1.0,alien|library|moral dilemma|nosebleed|supernatural power,376.0,English,USA,PG-13,18432000.000000004,2009,837.0,5.6,2.35,
2262,Color,Stewart Hendler,167.0,101.0,10.0,472.0,Margo Harshman,1000.0,13773550,Horror|Mystery,Julian Morris,Sorority Row ,24012,3142,Rumer Willis,2.0,prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck,126.0,English,USA,R,18432000.000000004,2009,668.0,5.1,2.35,
2263,Color,Patrick Lussier,264.0,101.0,71.0,725.0,Jaime King,10000.0,59360010,Horror|Thriller,Jensen Ackles,My Bloody Valentine ,45603,14159,Edi Gathegi,0.0,coma|death|miner|valentine|valentine's day,268.0,English,USA,R,17280000.000000004,2009,960.0,5.5,1.85,
2264,Color,Phil Traill,128.0,99.0,3.0,628.0,Katy Mixon,14000.0,39006731,Comedy|Romance,Bradley Cooper,All About Steve ,33088,16461,Beth Grant,3.0,blind date|crossword puzzle|eccentric|fall|mine shaft,143.0,English,USA,PG-13,17280000.000000004,2009,982.0,4.8,1.85,
2265,Color,Rob Zombie,220.0,119.0,,593.0,Tyler Mane,908.0,38460819,Horror,Scout Taylor-Compton,Halloween II ,36372,3226,Margot Kidder,0.0,halloween|hospital|michael myers|rampage|vomiting,491.0,English,USA,R,17280000.000000004,2009,764.0,4.9,1.85,3000.0
2266,Color,Rob Zombie,220.0,119.0,,593.0,Tyler Mane,908.0,38460819,Horror,Scout Taylor-Compton,Halloween II ,36372,3226,Margot Kidder,0.0,halloween|hospital|michael myers|rampage|vomiting,491.0,English,USA,R,17280000.000000004,2009,764.0,4.9,1.85,3000.0
2267,Color,Dennis Iliadis,241.0,114.0,29.0,616.0,Monica Potter,956.0,37695323,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left ,67822,3861,Martha MacIsaac,0.0,kidnapping|lake|microwave oven|psychopath|woods,279.0,English,USA,R,17280000.000000004,2009,878.0,6.6,1.85,
2268,Color,Dennis Iliadis,241.0,114.0,29.0,616.0,Monica Potter,956.0,37695323,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left ,67824,3861,Martha MacIsaac,0.0,kidnapping|lake|microwave oven|psychopath|woods,279.0,English,USA,R,17280000.000000004,2009,878.0,6.6,1.85,
2269,Color,Drew Barrymore,230.0,111.0,,727.0,Jimmy Fallon,796.0,15015648,Drama|Sport,Daniel Stern,Whip It ,55665,2633,Alia Shawkat,1.0,beauty pageant|friend|pageant|roller derby|texas,118.0,English,USA,PG-13,17280000.000000004,2009,787.0,6.9,2.35,10000.0
2270,Color,Vicky Jenson,97.0,88.0,96.0,360.0,Zach Gilford,24000.0,7342494,Comedy|Romance,J.K. Simmons,Post Grad ,11498,25637,Bobby Coleman,1.0,graduation|graduation speech|title directed by female|tv studio|unemployment,53.0,English,USA,PG-13,17280000.000000004,2009,971.0,5.3,1.85,
2271,Color,Woody Allen,218.0,92.0,11000.0,386.0,Michael McKean,860.0,6113026,Comedy|Romance,Larry David,Whatever Works ,58967,2717,Conleth Hill,1.0,atheist|limp|quantum mechanics|religion|runaway,169.0,English,USA,PG-13,17280000.000000004,2009,658.0,7.2,1.85,10000.0
2272,Color,Brian Koppelman,116.0,90.0,34.0,506.0,David Costabile,966.0,5023351,Comedy|Drama|Romance,Jenna Fischer,Solitary Man ,13371,2661,Richard Schiff,7.0,aging|hdtv|high definition television|love|marriage,60.0,English,USA,R,17280000.000000004,2009,681.0,6.4,1.85,
2273,Color,David Twohy,160.0,108.0,123.0,690.0,Milla Jovovich,26000.0,17837038,Adventure|Mystery|Thriller,Chris Hemsworth,A Perfect Getaway ,56338,41359,Marley Shelton,4.0,cliff|hawaii|island|newlywed|waterfall,215.0,English,USA,R,16128000.000000002,2009,14000.0,6.5,2.35,4000.0
2274,Color,Tyler Perry,36.0,113.0,,256.0,Mary J. Blige,607.0,59555461,Comedy|Drama,Eric Mendenhall,I Can Do Bad All by Myself ,8346,1465,Hope Olaide Wilson,6.0,aunt|immigrant|looting|love|nightclub singer,59.0,English,USA,PG-13,14976000.000000002,2009,269.0,4.1,1.85,1000.0
2275,Color,Atom Egoyan,226.0,96.0,460.0,73.0,Meghan Heffern,14000.0,3542213,Drama|Mystery|Romance|Thriller,Liam Neeson,Chloe ,56264,14372,Natalie Lisinska,2.0,bare chested boy|doctor|escort|infidelity|prostitute,166.0,English,USA,R,12672000.000000002,2009,153.0,6.3,1.85,
2276,Color,Lee Daniels,323.0,109.0,304.0,736.0,Gabourey Sidibe,940.0,54762576,Drama,Mo'Nique,Precious ,86955,3277,Mariah Carey,0.0,abuse|african american lesbian|lesbian|lesbian couple|school,275.0,English,USA,R,11520000.000000002,2009,906.0,7.3,1.85,12000.0
2277,Color,Lee Daniels,323.0,109.0,304.0,736.0,Gabourey Sidibe,939.0,54762576,Drama,Mo'Nique,Precious ,86956,3276,Mariah Carey,0.0,abuse|african american lesbian|lesbian|lesbian couple|school,275.0,English,USA,R,11520000.000000002,2009,906.0,7.3,1.85,12000.0
2278,Color,Olatunde Osunsanmi,183.0,98.0,58.0,242.0,Will Patton,14000.0,29335080,Mystery|Sci-Fi|Thriller,Milla Jovovich,The Fourth Kind ,63108,15251,Hakeem Kae-Kazim,0.0,abduction|alaska|alien|owl|patient,330.0,English,USA,PG-13,11520000.000000002,2009,537.0,5.9,2.35,15000.0
2279,Color,Michael Meredith,23.0,91.0,7.0,875.0,Justin Timberlake,12000.0,22288,Comedy|Drama,Jeff Bridges,The Open Road ,2941,16118,Ted Danson,2.0,american south|baseball|farmland|motel|road trip,11.0,English,USA,PG-13,11520000.000000002,2009,3000.0,5.5,2.35,370.0
2280,Color,Marc Forby,26.0,97.0,3.0,204.0,Will Patton,679.0,1018237,Drama,Q'orianka Kilcher,Princess Kaiulani ,1201,1426,Shaun Evans,3.0,hawaii|hawaiian|historically inaccurate|princess|tearing up a letter,14.0,English,USA,PG,10368000.000000002,2009,537.0,6.2,2.35,
2281,Color,Jonas Elmer,121.0,97.0,3.0,631.0,Frances Conroy,24000.0,19238035,Comedy|Romance,J.K. Simmons,New in Town ,17461,25792,Harry Connick Jr.,1.0,love|manufacturing|minnesota|plant|small town,78.0,English,USA,PG,9216000.000000002,2009,827.0,5.6,1.85,
2282,Color,Mike Judge,192.0,92.0,406.0,968.0,Mila Kunis,24000.0,12457941,Comedy|Crime|Romance,J.K. Simmons,Extract ,37530,41867,Clifton Collins Jr.,6.0,freak accident|gigolo|hit in the crotch|nosy neighbor|on the job injury,106.0,English,USA,R,9216000.000000002,2009,15000.0,6.2,1.85,
2283,Color,Bill Duke,45.0,99.0,1000.0,409.0,Jenifer Lewis,849.0,12179798,Drama|Romance,Eddie Cibrian,Not Easily Broken ,2326,2269,Wood Harris,1.0,african american protagonist|based on novel|title spoken by character,21.0,English,USA,PG-13,9216000.000000002,2009,578.0,6.1,1.85,738.0
2284,Color,Troy Duffy,91.0,138.0,78.0,968.0,Julie Benz,12000.0,11830241,Action|Crime|Thriller,Norman Reedus,The Boondock Saints II: All Saints Day ,53251,17524,Clifton Collins Jr.,0.0,final showdown|ireland|justice|priest|sheep,188.0,English,USA,R,9216000.000000002,2009,3000.0,6.3,2.35,
2285,Color,Julio DePietro,22.0,90.0,,617.0,Scott Porter,806.0,115779,Comedy|Romance,Adrian Martinez,The Good Guy ,7759,3124,Aaron Yoo,2.0,book club|cheating boyfriend|job promotion|manhattan new york city|new york city,20.0,English,USA,R,9216000.000000002,2009,690.0,5.9,1.85,1000.0
2286,Color,Marc Webb,331.0,95.0,464.0,11000.0,Chloë Grace Moretz,23000.0,37314862,Comedy|Drama|Romance,Joseph Gordon-Levitt,500 Days of Summer ,376600,54075,Zooey Deschanel,43.0,friend|greeting card|office|summer|true love,494.0,English,USA,PG-13,8640000.000000002,2009,17000.0,7.7,2.35,40000.0
2287,Color,Aaron Schneider,160.0,100.0,11.0,970.0,Robert Duvall,13000.0,10571389,Drama|Mystery,Bill Murray,Get Low ,19147,19330,Bill Cobbs,1.0,funeral|funeral home|hermit|party|secret,97.0,English,USA,PG-13,8640000.000000002,2009,3000.0,7.1,2.35,
2288,Color,Scott Cooper,273.0,112.0,108.0,175.0,Beth Grant,12000.0,45460728,Drama|Music|Romance,Jeff Bridges,Crazy Heart ,67760,13172,Debrianna Mansini,0.0,country music|country western singer|journalist|musician|singer,226.0,English,USA,R,8064000.000000001,2009,628.0,7.3,2.35,
2289,Color,Ethan Coen,341.0,106.0,1000.0,98.0,Fred Melamed,816.0,10587484,Comedy|Drama,Michael Stuhlbarg,A Serious Man ,102125,1120,Peter Breitmayer,1.0,bar mitzvah|jewish|marital breakup|nose job|rabbi,324.0,English,USA,R,8064000.000000001,2009,105.0,7.0,1.85,10000.0
2290,Color,Tom Ford,281.0,99.0,192.0,292.0,Teddy Sears,14000.0,10560226,Drama|Romance,Colin Firth,A Single Man ,83182,14816,Keri Lynn Pratt,2.0,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,247.0,English,USA,R,8064000.000000001,2009,343.0,7.6,2.35,16000.0
2291,Color,Tim Chambers,34.0,99.0,2.0,455.0,Marley Shelton,1000.0,2176729,Drama|Sport,Ellen Burstyn,The Mighty Macs ,1119,2589,Jennifer Butler,2.0,basketball|catholic|coach|college|nun,12.0,English,USA,G,8064000.000000001,2009,690.0,6.5,2.35,797.0
2292,Color,Oren Moverman,217.0,105.0,38.0,706.0,Yaya DaCosta,12000.0,76765,Drama|Romance|War,Steve Buscemi,The Messenger ,29608,14462,Eamonn Walker,0.0,captain|casualty notification|casualty notification team|sergeant|staff sergeant,92.0,English,USA,R,7488000.000000001,2009,712.0,7.2,2.35,
2293,Color,Raymond De Felitta,149.0,104.0,20.0,130.0,Curtiss Cook,3000.0,7684660,Comedy|Drama,Ezra Miller,City Island ,27301,3825,Dominik García-Lorido,6.0,anger|family reunion|father son reunion|hugging|movie making,101.0,English,USA,PG-13,6912000.000000001,2009,591.0,7.4,1.85,
2294,Color,Zach Cregger,76.0,90.0,138.0,263.0,Windell Middlebrooks,373.0,5233276,Comedy|Romance,Hugh M. Hefner,Miss March ,18313,1831,Raquel Alessi,2.0,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,73.0,English,USA,R,6912000.000000001,2009,308.0,5.1,1.85,985.0
2295,Color,Shana Feste,63.0,96.0,19.0,71.0,Zoë Kravitz,1000.0,133473,Drama|Romance,Jennifer Ehle,The Greatest ,7394,2163,Cara Seymour,2.0,car crash|loss|self help group|teenage mother|title directed by female,50.0,English,USA,R,6912000.000000001,2009,943.0,6.7,2.35,
2296,Color,Derrick Borte,144.0,96.0,17.0,688.0,Gary Cole,2000.0,1698633,Comedy|Drama,Demi Moore,The Joneses ,33473,4607,Robert Pralgo,4.0,envy|fake family|gadget|materialism|unhappy marriage,88.0,English,USA,R,5760000.000000001,2009,989.0,6.5,2.35,
2297,Color,Deon Taylor,63.0,88.0,26.0,236.0,Betsy Russell,487.0,164736,Horror|Thriller,Matt Cohen,Chain Letter ,4122,1495,Noah Segan,0.0,blood splatter|chain|murder|mysterious killer|warning,48.0,English,USA,R,5760000.000000001,2009,298.0,4.1,2.35,
2298,Color,Katherine Dieckmann,43.0,90.0,8.0,495.0,Minnie Driver,1000.0,107020,Comedy|Drama,Stephanie Szostak,Motherhood ,3662,3146,Anthony Edwards,1.0,birthday|birthday party|delivery man|mother|neighbor,23.0,English,USA,PG-13,5760000.000000001,2009,893.0,4.7,1.85,546.0
2299,Color,Rodrigo García,161.0,125.0,127.0,798.0,Jimmy Smits,6000.0,1279049,Drama|Romance,Naomi Watts,Mother and Child ,9727,8876,Carla Gallo,6.0,adoption|baby|girl|lawyer|sex,65.0,English,USA,R,5558400.000000001,2009,941.0,7.2,2.35,
2300,Color,Agnieszka Wojtowicz-Vosloo,138.0,104.0,,329.0,Josh Charles,14000.0,124679,Drama|Horror|Mystery|Thriller,Liam Neeson,After.Life ,30836,15860,Chandler Canterbury,1.0,breath on mirror|buried alive|engagement ring|looking at one's self in a mirror|serial killer,137.0,English,USA,R,5184000.000000001,2009,1000.0,5.9,2.35,7000.0
2301,Color,George A. Romero,274.0,90.0,,231.0,Shawn Roberts,648.0,116415,Horror,Julian Richings,Survival of the Dead ,17478,1951,Kathleen Munroe,0.0,delaware|feud|island|undead|zombie,159.0,English,USA,R,4608000.000000001,2009,529.0,5.0,2.35,
2302,Color,Hue Rhodes,45.0,85.0,,966.0,Steve Buscemi,22000.0,115970,Comedy|Drama,Peter Dinklage,Saint John of Las Vegas ,2522,36885,Romany Malco,1.0,city name in title|male frontal nudity|place name in title,11.0,English,USA,R,4377600.000000001,2009,12000.0,5.8,2.35,407.0
2303,Color,Benny Boom,49.0,84.0,23.0,706.0,Donald Faison,1000.0,11539631,Action|Comedy|Crime,Omari Hardwick,Next Day Air ,8265,4815,Mike Epps,3.0,cocaine|package|slow motion scene|topless female nudity|wrong address,20.0,English,USA,R,3456000.0000000005,2009,927.0,5.9,1.85,545.0
2304,Color,Francesca Gregorini,21.0,96.0,15.0,357.0,Amy Sedaris,433.0,5765,Drama,Tom Everett Scott,Tanner Hall ,2280,1929,Chris Kattan,2.0,boarding school|coming of age|female friendship|lesbian|new england,14.0,English,USA,R,3456000.0000000005,2009,396.0,5.9,,448.0
2305,Color,Noah Buschel,66.0,95.0,8.0,399.0,Amy Ryan,529.0,20252,Drama,Merritt Wever,The Missing Person ,1268,2749,Paul Adelstein,3.0,cellphone|detective|missing person|private detective|train,23.0,English,USA,,1728000.0000000002,2009,423.0,6.2,1.85,195.0
2306,Color,Brian Baugh,20.0,120.0,3.0,234.0,Sean Michael Afable,984.0,4347490,Drama,Randy Wayne,To Save a Life ,4583,2563,D. David Morin,1.0,basketball|beer pong|childhood friend|christian|suicide,55.0,English,USA,PG-13,1152000.0000000002,2009,801.0,7.1,2.35,
2307,Color,Ti West,238.0,95.0,243.0,725.0,Greta Gerwig,969.0,115959,Horror,Lena Dunham,The House of the Devil ,30160,3833,Dee Wallace,0.0,cult film|eclipse|haunted house|lunar eclipse|secret,193.0,English,USA,R,1036800.0000000001,2009,962.0,6.4,1.85,
2308,Color,Michel Orion Scott,29.0,93.0,,2.0,Rowan Isaacson,58.0,179693,Documentary,Temple Grandin,The Horse Boy ,586,62,Simon Baron-Cohen,0.0,horse|journey|mongolia|shaman|travel,9.0,English,USA,Unrated,184320.00000000003,2009,2.0,7.4,1.85,
2309,Color,Daryl Wein,22.0,88.0,38.0,211.0,Heather Burns,331.0,87992,Romance,Zoe Lister-Jones,Breaking Upwards ,1194,1546,Ebon Moss-Bachrach,2.0,,8.0,English,USA,,17280.000000000004,2009,212.0,6.2,2.35,324.0
2310,Color,Tyler Perry,44.0,103.0,,543.0,Keshia Knight Pulliam,923.0,104238988,Comedy|Crime|Drama,Vanessa Ferlito,Madea Goes to Jail ,9544,3699,Derek Luke,0.0,adaptation directed by original author|cross dressing|madea series|remake|sequel,45.0,English,USA,PG-13,,2009,619.0,4.1,1.85,804.0
2311,Color,Jaume Collet-Serra,265.0,123.0,174.0,602.0,CCH Pounder,87000.0,47892948,Horror|Mystery|Thriller,Jimmy Bennett,Orphan ,141663,88953,Aryana Engineer,1.0,alcoholism|girl|little girl|orphan|troubled marriage,383.0,English,USA,R,,2009,1000.0,7.0,1.85,20000.0
2312,Color,Kevin Macdonald,252.0,127.0,162.0,379.0,Harry Lennix,18000.0,42584135,Crime|Drama|Mystery|Thriller,Robin Wright,State of Play ,113295,19776,Michael Weston,3.0,congressman|conspiracy|newspaper|political conspiracy|subway,235.0,English,USA,PG-13,,2009,748.0,7.1,2.35,
2313,Color,Nelson McCormick,121.0,101.0,29.0,429.0,Paige Turco,812.0,33480070,Crime|Thriller,Sela Ward,The Stepfather ,23424,3292,Skyler Samuels,0.0,head dunked in water|military school|plastic bag|playing a video game|suffocating,119.0,English,USA,PG-13,,2009,533.0,5.6,2.35,
2314,Color,Greg Mottola,248.0,107.0,99.0,452.0,Martin Starr,17000.0,18461253,Comedy|Drama|Romance,Kristen Stewart,Adventureland ,131180,18983,Wendie Malick,6.0,amusement park|strong female character|summer job|teen movie|teenager,220.0,English,USA,R,,2009,985.0,6.8,1.85,
2315,Color,Neal Brennan,83.0,89.0,23.0,503.0,Noureen DeWulf,839.0,17397650,Comedy,Rob Riggle,"The Goods: Live Hard, Sell Hard ",17790,3973,Charles Napier,5.0,fourth of july|looking at one's self in a mirror|mirror|sex toy|young version of character,59.0,English,USA,R,,2009,700.0,5.8,1.85,
2316,Color,Michael Moore,222.0,105.0,909.0,173.0,Michael Moore,1000.0,16542481,Crime|Documentary|News,Ronald Reagan,Capitalism: A Love Story ,35137,2327,Bernie Sanders,0.0,capitalism|critique of capitalism|investment bank|market economy|plutocracy,188.0,English,USA,R,,2009,909.0,7.4,1.85,10000.0
2317,Color,Max Mayer,122.0,99.0,6.0,194.0,Terry Walters,828.0,2623560,Drama|Romance,Peter Gallagher,Adam ,29239,1936,Amy Irving,0.0,apartment|asperger's syndrome|children|teacher|writer,70.0,English,USA,PG-13,,2009,390.0,7.2,2.35,
2318,Color,Bob Gosse,52.0,105.0,10.0,184.0,Susie Abromeit,756.0,1642743,Comedy,Geoff Stults,I Hope They Serve Beer in Hell ,7412,1417,Derek Wayne Johnson,1.0,bachelor party|bare butt|loud sex|sex standing up|topless female nudity,72.0,English,USA,R,,2009,216.0,5.3,2.35,
2319,Color,Todd Solondz,159.0,98.0,377.0,844.0,Shirley Henderson,1000.0,321201,Comedy|Drama,Rich Pecci,Life During Wartime ,5465,5041,Charlotte Rampling,1.0,forgiveness|ghost|new jersey|pedophile|three sisters,37.0,English,USA,R,,2009,887.0,6.5,1.85,
2320,Color,Paul Fierlinger,51.0,83.0,3.0,258.0,Peter Gerety,812.0,284053,Animation|Drama,Isabella Rossellini,My Dog Tulip ,1272,1370,Lynn Redgrave,0.0,autobiography|dog movie|german shepherd|memoir|old man,15.0,English,USA,,,2009,277.0,6.9,1.85,675.0
2321,Color,Bobcat Goldthwait,129.0,99.0,800.0,334.0,Daryl Sabara,49000.0,254833,Comedy|Drama,Robin Williams,World's Greatest Dad ,31964,50542,Henry Simmons,1.0,black comedy|fictional talk show|high school teacher|phony suicide note|teacher,129.0,English,USA,R,,2009,640.0,6.9,1.85,
2322,Color,Jared Hess,106.0,89.0,100.0,327.0,Michael Angarano,33000.0,130354,Adventure|Comedy|Sci-Fi,Jizelle Jade,Gentlemen Broncos ,9006,34398,Héctor Jiménez,7.0,amateur film|sexual harassment|sexual innuendo|small town|struggling parent,54.0,English,USA,PG-13,,2009,947.0,6.1,,
2323,Color,David Pastor,130.0,84.0,10.0,394.0,Kiernan Shipka,3000.0,104624,Drama|Horror|Sci-Fi|Thriller,Christopher Meloni,Carriers ,35510,4368,Lou Taylor Pucci,0.0,beach|disease|latex gloves|pandemic|virus,119.0,English,USA,PG-13,,2009,552.0,6.0,2.35,
2324,Color,Bradley Rust Gray,61.0,79.0,2.0,20.0,Mark Rendall,962.0,28460,Drama,Zoe Kazan,The Exploding Girl ,1516,1054,Jordan Scovel,0.0,friend|hospital|low budget film|ring|stoned,10.0,English,USA,Unrated,,2009,72.0,6.3,,377.0
2325,Color,Nathan Greno,324.0,100.0,15.0,284.0,Donna Murphy,799.0,225506555,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Brad Garrett,Tangled ,294810,2036,M.C. Gainey,1.0,17th century|based on fairy tale|disney|flower|tower,387.0,English,USA,PG,291980000.0,2010,553.0,7.8,1.85,29000.0
2326,Color,Lee Unkrich,453.0,103.0,125.0,721.0,John Ratzenberger,15000.0,466027590,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,Toy Story 3 ,544884,19085,Don Rickles,3.0,college|day care|escape|teddy bear|toy,733.0,English,USA,G,224600000.0,2010,1000.0,8.3,1.85,30000.0
2327,Color,Tim Burton,451.0,108.0,13000.0,11000.0,Alan Rickman,40000.0,375289986,Adventure|Family|Fantasy,Johnny Depp,Alice in Wonderland ,306320,79957,Anne Hathaway,0.0,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion,736.0,English,USA,PG,224600000.0,2010,25000.0,6.5,1.85,24000.0
2328,Color,Tim Burton,451.0,108.0,13000.0,11000.0,Alan Rickman,40000.0,375289986,Adventure|Family|Fantasy,Johnny Depp,Alice in Wonderland ,306336,79957,Anne Hathaway,0.0,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion,736.0,English,USA,PG,224600000.0,2010,25000.0,6.5,1.85,24000.0
2329,Color,Jon Favreau,453.0,124.0,4000.0,4000.0,Scarlett Johansson,21000.0,350440497,Action|Adventure|Sci-Fi,Robert Downey Jr.,Iron Man 2 ,522371,48638,Jon Favreau,4.0,hammer|military|monaco|revenge|tony stark,723.0,English,USA,PG-13,224600000.0,2010,19000.0,7.0,2.35,18000.0
2330,Color,Ridley Scott,343.0,156.0,,738.0,William Hurt,891.0,118161762,Action|Adventure|Drama|History,Mark Addy,Robin Hood ,211765,3244,Scott Grimes,0.0,1190s|archer|england|king of england|robin hood,546.0,English,USA,PG-13,224600000.0,2010,882.0,6.7,2.35,17000.0
2331,Color,Mike Newell,306.0,116.0,179.0,236.0,Richard Coyle,15000.0,101918587,Action|Adventure|Fantasy|Romance,Jake Gyllenhaal,Prince of Persia: The Sands of Time ,222403,16149,Reece Ritchie,2.0,alamut|dagger|king|persia|princess,453.0,English,USA,PG-13,224600000.0,2010,567.0,6.6,2.35,23000.0
2332,Color,Joseph Kosinski,469.0,125.0,364.0,1000.0,Olivia Wilde,12000.0,193214156,Action|Adventure|Sci-Fi,Jeff Bridges,TRON: Legacy ,264183,25550,James Frain,0.0,arcade|bridge|disappearance|escape|warrior,665.0,English,USA,PG,190910000.0,2010,10000.0,6.8,2.35,30000.0
2333,Color,Joseph Kosinski,469.0,125.0,364.0,1000.0,Olivia Wilde,12000.0,193214156,Action|Adventure|Sci-Fi,Jeff Bridges,TRON: Legacy ,264186,25549,James Frain,0.0,arcade|bridge|disappearance|escape|warrior,665.0,English,USA,PG,190910000.0,2010,10000.0,6.8,2.35,30000.0
2334,Color,Mike Mitchell,226.0,93.0,31.0,213.0,Kathy Griffin,4000.0,267691741,Adventure|Animation|Comedy|Family|Fantasy,Jon Hamm,Shrek Forever After ,138661,4628,Mary Kay Place,2.0,alternate world|fairy tale parody|female warrior|ogre|true love,173.0,English,USA,PG,185295000.0,2010,225.0,6.4,2.35,
2335,Color,Dean DeBlois,288.0,98.0,255.0,759.0,America Ferrera,18000.0,244126720,Adventure|Animation|Family|Fantasy,Gerard Butler,How to Train Your Dragon ,485430,20453,Craig Ferguson,0.0,dragon|island|training|viking|village,492.0,English,USA,PG,185295000.0,2010,953.0,8.2,2.35,33000.0
2336,Color,Christopher Nolan,642.0,148.0,22000.0,23000.0,Tom Hardy,29000.0,328554819,Action|Adventure|Sci-Fi|Thriller,Leonardo DiCaprio,Inception ,1468200,81115,Joseph Gordon-Levitt,0.0,ambiguous ending|corporate espionage|dream|subconscious|thief,2803.0,English,USA,PG-13,179680000.0,2010,27000.0,8.8,2.35,175000.0
2337,Color,Michael Apted,228.0,113.0,150.0,59.0,Shane Rangi,531.0,117222809,Adventure|Family|Fantasy,Bruce Spence,The Chronicles of Narnia: The Voyage of the Dawn Treader ,106446,764,Laura Brent,4.0,dragon|king|mouse|quest|warrior,227.0,English,USA,PG,174065000.0,2010,82.0,6.3,1.78,11000.0
2338,Color,M. Night Shyamalan,280.0,103.0,,346.0,Noah Ringer,1000.0,147747192,Action|Adventure|Family|Fantasy,Seychelle Gabriel,The Last Airbender ,118951,2857,Aasif Mandvi,0.0,avatar|fire|kingdom|tribe|water,1382.0,English,USA,PG,168450000.0,2010,756.0,4.2,2.35,18000.0
2339,Color,Jon Turteltaub,235.0,109.0,226.0,370.0,Omar Benson Miller,12000.0,70910500,Action|Adventure|Family|Fantasy,Nicolas Cage,The Sorcerer's Apprentice ,124185,13388,Robert Capron,0.0,chosen one|enchanted object|love|spell|training,238.0,English,USA,PG,168450000.0,2010,418.0,6.1,2.35,11000.0
2340,Color,Joe Johnston,357.0,119.0,394.0,162.0,Simon Merrells,12000.0,69555806,Drama|Fantasy|Horror|Thriller,Anthony Hopkins,The Wolfman ,89442,13071,Art Malik,0.0,asylum|death|full moon|transformation|werewolf,432.0,English,USA,R,168450000.0,2010,490.0,5.8,1.85,
2341,Color,Tom McGrath,233.0,95.0,96.0,8000.0,Brad Pitt,24000.0,166583054,Action|Animation|Comedy|Family|Sci-Fi,J.K. Simmons,Megamind ,172754,46120,Will Ferrell,3.0,battle|city|planet|prison|superhero,187.0,English,USA,PG,145990000.0,2010,11000.0,7.3,2.35,13000.0
2342,Color,Louis Leterrier,344.0,106.0,255.0,850.0,Jason Flemyng,14000.0,183264744,Action|Adventure|Fantasy,Liam Neeson,Clash of the Titans ,229679,18003,Alexa Davalos,0.0,famous line|hand to hand combat|kraken|rape|zeus,637.0,English,USA,PG-13,140375000.0,2010,1000.0,5.8,2.35,15000.0
