color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Thor Freudenthal,183,106,87,918,Leven Rambin,8000,68558662,Adventure|Family|Fantasy,Logan Lerman,Percy Jackson: Sea of Monsters ,86627,10882,Brandon T. Jackson,0,golden fleece|half brother|magical tree|sea|tree,204,English,USA,PG,90000000,2013,956,5.9,2.35,28000
Color,Ben Stiller,362,114,,423,Adrian Martinez,3000,58229120,Adventure|Comedy|Drama|Fantasy|Romance,Adam Scott,The Secret Life of Walter Mitty ,236421,5095,Joey Slotnick,1,daydream|life magazine|magazine|photographer|snow leopard,515,English,USA,PG,90000000,2013,806,7.3,2.35,70000
Color,Dean Parisot,234,116,23,110,Anthony Hopkins,13000,53215979,Action|Comedy|Crime|Thriller,Bruce Willis,RED 2 ,125036,25220,Garrick Hagon,7,cia|cia agent|rescue|russian|team,205,English,USA,PG-13,84000000,2013,12000,6.7,2.35,22000
Color,Dennis Dugan,139,101,221,11000,Adam Sandler,12000,133668525,Comedy,Steve Buscemi,Grown Ups 2 ,107817,39269,Jon Lovitz,4,belching|number in title|party|reference to nicki minaj|sneezing,255,English,USA,PG-13,80000000,2013,11000,5.4,1.85,14000
Color,Barry Cook,113,87,43,210,Tiya Sircar,882,36073232,Adventure|Animation|Family,Charlie Rowe,Walking with Dinosaurs 3D ,8913,1971,Madison Rothschild,0,brother|dinosaur|head butt|hero|orphan,66,English,USA,PG,80000000,2013,396,5.2,2.35,
Color,Cody Cameron,169,95,18,18,Khamani Griffin,622,119793567,Animation|Comedy|Family|Fantasy|Sci-Fi,Will Forte,Cloudy with a Chance of Meatballs 2 ,64387,848,Melissa Sturm,0,food|inventor|island|orangutan|scientist,85,English,USA,PG,78000000,2013,161,6.5,2.35,15000
Color,Pierre Coffin,306,98,275,1000,Miranda Cosgrove,7000,368049635,Animation|Comedy|Family|Sci-Fi,Steve Carell,Despicable Me 2 ,286877,11905,Steve Coogan,0,dating|minion|overprotective father|undercover spy|woman agent,284,English,USA,PG,76000000,2013,2000,7.5,1.85,56000
Color,Louis Leterrier,384,125,255,963,Common,11000,117698894,Crime|Mystery|Thriller,Morgan Freeman,Now You See Me ,447979,13312,Michael Kelly,6,bank|fbi|heist|interpol|magician,629,English,USA,PG-13,75000000,2013,988,7.3,2.35,105000
Color,Antoine Fuqua,358,119,845,992,Morgan Freeman,18000,98895417,Action|Thriller,Gerard Butler,Olympus Has Fallen ,203154,31782,Radha Mitchell,3,political thriller|politics|president|speaker of the house|u.s. president,698,English,USA,R,70000000,2013,11000,6.5,2.35,45000
Color,Will Finn,51,88,6,854,Oliver Platt,2000,8460990,Adventure|Animation|Family|Fantasy|Musical,Lea Michele,Legends of Oz: Dorothy's Return ,5116,6946,Jim Belushi,1,jester|kansas|oz|princess|tornado,54,English,USA,PG,70000000,2013,1000,5.6,,5000
Color,Baltasar Kormákur,265,109,175,459,Patrick Fischler,18000,75573300,Action|Comedy|Crime|Drama|Thriller,Denzel Washington,2 Guns ,156898,20148,Fred Ward,1,close up of breasts|female nudity|fugitive|money|undercover,172,English,USA,R,61000000,2013,497,6.7,2.35,22000
Color,Ruben Fleischer,415,113,181,300,Brandon Molale,33000,45996718,Action|Crime|Drama|Thriller,Ryan Gosling,Gangster Squad ,173530,34738,Wade Williams,3,good versus evil|machine gun|mobster|police vigilantism|year 1949,264,English,USA,R,60000000,2013,301,6.7,2.35,40000
Color,Harald Zwart,212,130,91,1000,Kevin Zegers,5000,31165421,Fantasy|Horror|Mystery|Romance,Aidan Turner,The Mortal Instruments: City of Bones ,107028,10247,CCH Pounder,3,battle|demon|magic|secret|warrior,457,English,USA,PG-13,60000000,2013,2000,6,2.35,44000
Color,Richard LaGravenese,231,124,98,592,Zoey Deutch,1000,19445217,Drama|Fantasy|Romance,Alden Ehrenreich,Beautiful Creatures ,67796,3580,Pruitt Taylor Vince,7,dream|escape|magic|magic spell|small town,258,English,USA,PG-13,60000000,2013,852,6.2,2.35,14000
Color,Shawn Levy,246,125,189,839,Jessica Szohr,1000,44665963,Comedy,Josh Gad,The Internship ,159931,5081,Rob Riggle,2,actor's picture shown in credits|animated credits|google|internship|still images in end credits,281,English,USA,PG-13,58000000,2013,847,6.3,2.35,22000
Color,Paul Greengrass,491,134,521,186,Chris Mulkey,15000,107100855,Biography|Drama|Thriller,Tom Hanks,Captain Phillips ,323353,16281,Michael Chernus,0,hijacking|hostage|leader|ship|somalia,527,English,USA,PG-13,55000000,2013,535,7.9,2.35,65000
Color,Jimmy Hayward,118,91,39,562,Carlos Ponce,1000,55747724,Adventure|Animation|Comedy|Family,Amy Poehler,Free Birds ,18042,3104,Dan Fogler,1,chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird,73,English,USA,PG,55000000,2013,591,5.9,1.85,
Color,Mikael Håfström,286,115,101,585,50 Cent,13000,25121291,Action|Crime|Mystery|Sci-Fi|Thriller,Sylvester Stallone,Escape Plan ,177653,15708,Matt Gerald,1,cia agent|escape|muslim|prison|ship,279,English,USA,R,50000000,2013,1000,6.7,2.35,34000
Color,Adam McKay,272,143,285,7000,Will Ferrell,11000,2175312,Comedy,Harrison Ford,Anchorman 2: The Legend Continues ,131227,28176,Steve Carell,2,fame|father son relationship|interracial kiss|interracial relationship|interracial sex,346,English,USA,PG-13,50000000,2013,8000,6.3,2.35,41000
Color,Denis Villeneuve,454,153,777,1000,Jake Gyllenhaal,20000,60962878,Crime|Drama|Mystery|Thriller,Hugh Jackman,Prisoners ,383591,37321,Dylan Minnette,2,child abduction|detective|investigation|police|sex offender,620,English,USA,R,46000000,2013,15000,8.1,1.85,86000
Color,Jee-woon Kim,376,107,419,165,James Burnett,971,12026670,Action|Crime|Thriller,Zach Gilford,The Last Stand ,114241,1643,Christiana Leucas,2,deputy|escape|fbi|modern western|sheriff,258,English,USA,R,45000000,2013,236,6.4,2.35,24000
Color,Paul Feig,270,123,176,749,William Xifaras,975,159578352,Action|Comedy|Crime,Michael Rapaport,The Heat ,133177,4825,Demián Bichir,7,drug lord|fbi|fbi agent|hospital|shot in the crotch,380,English,USA,R,43000000,2013,815,6.6,2.35,24000
Color,David O. Russell,538,138,737,14000,Christian Bale,34000,150117807,Crime|Drama,Jennifer Lawrence,American Hustle ,358416,83012,Bradley Cooper,5,based on true story|con artist|drunk wife|fbi investigation|scam,751,English,USA,R,40000000,2013,23000,7.3,2.35,63000
Color,Peter Berg,319,121,532,127,Scott Elrod,480,125069696,Action|Biography|Drama|Thriller|War,Jerry Ferrara,Lone Survivor ,203963,1261,Dan Bilzerian,0,courage|navy seal|outnumbered|shot multiple times|survival,420,English,USA,R,40000000,2013,449,7.6,2.35,58000
Color,Brian Helgeland,216,128,241,898,Christopher Meloni,11000,95001343,Biography|Drama|Sport,Harrison Ford,42 ,66511,16911,Nicole Beharie,0,baseball|baseball player|brooklyn dodgers|major league baseball|racism,200,English,USA,PG-13,40000000,2013,3000,7.5,2.35,28000
Color,Cal Brunker,83,89,7,91,Paul Scheer,3000,57011847,Adventure|Animation|Comedy|Family|Sci-Fi,Brendan Fraser,Escape from Planet Earth ,20615,3361,Jonathan Morgan Heit,2,alien|cult film|mission control|product placement|rescue,44,English,USA,PG,40000000,2013,190,5.9,2.35,
Color,Peter Segal,211,113,88,785,Sylvester Stallone,22000,29802761,Comedy|Sport,Robert De Niro,Grudge Match ,46480,36009,Oscar Gale,1,broke|promoter|retirement|trainer|training,115,English,USA,PG-13,40000000,2013,13000,6.4,1.85,12000
Color,Andrew Niccol,298,125,487,201,Chandler Canterbury,430,26616999,Action|Adventure|Romance|Sci-Fi|Thriller,J.D. Evermore,The Host ,92461,1300,Rachel Roberts,3,alien|alien creature|body snatching|desert|parasite,347,English,USA,PG-13,40000000,2013,329,5.9,2.35,43000
Color,David Twohy,302,127,123,904,Nolan Gerard Funk,14000,41997790,Action|Sci-Fi|Thriller,Vin Diesel,Riddick ,125305,17551,Bokeem Woodbine,0,alien|left for dead|mercenary|survival|vomiting,343,English,USA,R,38000000,2013,924,6.4,2.35,39000
Color,Rawson Marshall Thurber,289,118,43,651,Molly C. Quinn,740,150368971,Comedy|Crime,Laura-Leigh,We're the Millers ,316671,3425,Thomas Lennon,4,fake family|male frontal nudity|marijuana|mexico|stripper,301,English,USA,R,37000000,2013,707,7,2.35,35000
Color,Seth Gordon,275,120,91,680,Eric Stonestreet,4000,134455175,Comedy|Crime,Jon Favreau,Identity Thief ,97664,5826,T.I.,2,bounty hunter|credit card|cross country|identity|police,232,English,USA,R,35000000,2013,904,5.7,2.35,17000
Color,John Lee Hancock,405,125,102,825,Ruth Wilson,15000,83299761,Biography|Comedy|Drama|History|Music,Tom Hanks,Saving Mr. Banks ,117719,19809,B.J. Novak,2,author|disney|loss of father|reference to walt disney|suppression of emotion,306,English,USA,PG-13,35000000,2013,2000,7.5,2.35,39000
Color,Jonathan Levine,452,98,129,7,Vincent Leclerc,303,66359959,Comedy|Horror|Romance,Cory Hardrict,Warm Bodies ,184641,337,Daniel Rindress-Kay,0,fight|memory|teenager|undead|zombie,326,English,USA,PG-13,35000000,2013,18,6.9,2.35,81000
Color,Justin Zackham,133,89,16,2000,Robert De Niro,49000,21784432,Comedy,Robin Williams,The Big Wedding ,37493,74181,Topher Grace,8,adoption|divorce|family relationships|farce|wedding,108,English,USA,R,35000000,2013,22000,5.6,2.35,
Color,Allen Hughes,298,109,90,344,James Ransone,1000,19692608,Crime|Drama|Thriller,Alona Tal,Broken City ,63548,2073,Michael Beach,3,election|father son relationship|fellatio|gay slur|title spoken by character,134,English,USA,R,35000000,2013,412,6.2,2.35,
Color,Taylor Hackford,224,118,138,458,Clifton Collins Jr.,26000,17609982,Action|Crime|Romance|Thriller,Jason Statham,Parker ,90046,28479,Wendell Pierce,0,action hero|disguise|hospital|real estate agent|thief,141,English,USA,R,35000000,2013,968,6.2,2.35,17000
Color,Evan Goldberg,418,107,133,9000,James Franco,17000,101470202,Comedy|Fantasy,Channing Tatum,This Is the End ,310540,38751,Emma Watson,6,apocalypse|celebrity|ensemble cast|party|rapture,669,English,USA,R,32000000,2013,11000,6.7,2.35,97000
Color,Lee Daniels,304,132,304,898,David Oyelowo,15000,116631310,Biography|Drama,Alex Pettyfer,Lee Daniels' The Butler ,87665,20035,Vanessa Redgrave,0,butler|civil rights|hotel|president|white house,323,English,USA,PG-13,30000000,2013,1000,7.2,1.85,41000
Color,Kimberly Peirce,359,100,108,534,Judy Greer,17000,35266619,Drama|Fantasy|Horror,Chloë Grace Moretz,Carrie ,108242,20051,Portia Doubleday,1,outcast|prom|self injury|telekinesis|tragic event,371,English,USA,R,30000000,2013,2000,5.9,2.35,39000
Color,Kimberly Peirce,359,100,108,534,Judy Greer,17000,35266619,Drama|Fantasy|Horror,Chloë Grace Moretz,Carrie ,108248,20051,Portia Doubleday,1,outcast|prom|self injury|telekinesis|tragic event,371,English,USA,R,30000000,2013,2000,5.9,2.35,39000
Color,Steven Soderbergh,450,106,,273,David Costabile,17000,32154410,Crime|Drama|Thriller,Channing Tatum,Side Effects ,148327,18469,Katie Lowes,0,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect,274,English,USA,R,30000000,2013,681,7.1,1.85,29000
Color,Steven Soderbergh,450,106,,273,David Costabile,17000,32154410,Crime|Drama|Thriller,Channing Tatum,Side Effects ,148334,18469,Katie Lowes,0,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect,274,English,USA,R,30000000,2013,681,7.1,1.85,29000
Color,Don Scardino,260,100,35,7000,Olivia Wilde,12000,22525921,Comedy,Steve Buscemi,The Incredible Burt Wonderstone ,60596,32094,Steve Carell,4,magic|magic kit|magician|stage magician|vegas,158,English,USA,PG-13,30000000,2013,10000,5.9,2.35,13000
Color,Brad Furman,184,88,65,681,John Heard,3000,19316646,Crime|Thriller,Justin Timberlake,Runner Runner ,52069,5706,David Costabile,3,costa rica|fbi agent|gambling|money|online gambling,95,English,USA,R,30000000,2013,697,5.6,2.35,
Color,Niels Arden Oplev,217,118,76,174,Isabelle Huppert,3000,10880926,Action|Crime|Drama|Thriller,Dominic Cooper,Dead Man Down ,54147,4253,James Biberi,2,crime lord|dead body|dead body in a freezer|new york city|truck explosion,127,English,USA,R,30000000,2013,678,6.5,2.35,
Color,Lasse Hallström,184,115,529,325,Noah Lomax,576,71346930,Drama|Romance|Thriller,David Lyons,Safe Haven ,78008,1554,Mimi Kirkland,0,abusive husband|chick flick|north carolina|secret|widower,160,English,USA,PG-13,28000000,2013,447,6.7,2.35,23000
Color,Jon Turteltaub,222,105,226,966,Morgan Freeman,22000,63910583,Comedy|Romance,Robert De Niro,Last Vegas ,106755,35694,Romany Malco,2,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,173,English,USA,PG-13,28000000,2013,11000,6.6,2.35,27000
Color,Jeff Wadlow,350,103,65,405,Donald Faison,17000,28751715,Action|Comedy|Crime,Chloë Grace Moretz,Kick-Ass 2 ,202967,19168,Augustus Prew,0,hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero,378,English,USA,R,28000000,2013,927,6.6,2.35,36000
Color,Bill Condon,224,128,386,203,Peter Capaldi,19000,3254172,Biography|Drama|Thriller,Benedict Cumberbatch,The Fifth Estate ,29282,36337,Jamie Blackley,1,computer hacker|internet|news leak|whistleblowing|wikileaks,105,English,USA,R,28000000,2013,17000,6.2,2.35,11000
Color,Michael Bay,335,129,,385,Larry Hankin,12000,49874933,Comedy|Crime|Drama,Dwayne Johnson,Pain & Gain ,161168,13573,Michael Rispoli,4,american dream|bodybuilder|money|punch into the camera|reference to julia roberts,287,English,USA,R,26000000,2013,412,6.5,2.35,43000
Color,Ken Scott,168,105,31,110,Bobby Moynihan,390,30659817,Comedy|Drama,Jack Reynor,Delivery Man ,59805,1006,Matthew Daddario,10,children|identity|lawsuit|lawyer|sperm donor,95,English,USA,PG-13,26000000,2013,311,6.4,2.35,
Color,Tyler Perry,24,100,,400,Tika Sumpter,975,52528330,Comedy|Drama,Alicia Witt,A Madea Christmas ,4265,3202,Larry the Cable Guy,0,christmas|holiday|madea series|rural setting|stubbornness,27,English,USA,PG-13,25000000,2013,521,4.7,1.85,
Color,John Wells,322,121,53,8000,Meryl Streep,19000,37738400,Drama,Benedict Cumberbatch,August: Osage County ,67797,39690,Julia Roberts,3,based on play|incestuous relationship|pedophilia|secret|teenage daughter,285,English,USA,R,25000000,2013,11000,7.3,2.35,30000
Color,Ridley Scott,336,138,,1000,Brad Pitt,13000,16969390,Crime|Drama|Thriller,Michael Fassbender,The Counselor ,80861,27797,Goran Visnjic,4,cunnilingus|drug trafficking|lawyer|no panties|shootout,431,English,USA,R,25000000,2013,11000,5.3,2.35,24000
Color,Spike Jonze,574,126,,105,Brian Johnson,19000,25556065,Drama|Romance|Sci-Fi,Scarlett Johansson,Her ,355126,19359,Matt Letscher,1,divorce|female frontal nudity|future|loneliness|operating system,748,English,USA,R,23000000,2013,128,8,1.85,148000
Color,Gary Fleder,203,100,39,798,James Franco,26000,19783777,Action|Crime|Drama|Thriller,Jason Statham,Homefront ,82804,39989,Frank Grillo,1,biker|biker gang|dea|dea agent|fight,154,English,USA,R,22000000,2013,11000,6.5,2.35,15000
Color,Scott Cooper,288,116,108,120,Sam Shepard,23000,11326836,Crime|Drama|Thriller,Christian Bale,Out of the Furnace ,83171,24134,Dendrie Taylor,0,ambiguous ending|brother brother relationship|drug dealer|fight club|revenge,231,English,USA,R,22000000,2013,820,6.8,2.35,17000
Color,James Wan,511,112,,697,Lili Taylor,6000,137387272,Horror|Mystery|Thriller,Mackenzie Foy,The Conjuring ,300110,9049,Hayley McFarland,0,based on true story|farmhouse|paranormal investigator|rhode island|supernatural power,807,English,USA,R,20000000,2013,960,7.5,2.35,131000
Color,Steve McQueen,597,134,,500,Scoot McNairy,2000,56667870,Biography|Drama|History,Quvenzhané Wallis,12 Years a Slave ,439176,4251,Taran Killam,0,racism|separation from family|social injustice|torture|whipping,695,English,USA,R,20000000,2013,660,8.1,2.35,83000
Color,Malcolm D. Lee,153,88,92,636,Snoop Dogg,31000,32014289,Comedy,Marisa Saks,Scary Movie 5 ,50337,34319,Molly Shannon,8,2010s|ape|ballet|psychic|supernatural,177,English,USA,PG-13,20000000,2013,881,3.5,1.85,13000
Color,Benson Lee,65,110,9,826,Caity Lotz,997,8888355,Drama|Music,Chris Brown,Battle of the Year ,7894,3177,Laz Alonso,19,3 dimensional|box office flop|critically bashed|dancing,25,English,USA,PG-13,20000000,2013,941,5,1.85,
Color,Brian Percival,252,131,33,326,Sophie Nélisse,876,21483154,Drama|War,Emily Watson,The Book Thief ,98741,1985,Roger Allam,1,basement|book|girl|library|track,236,English,USA,PG-13,19000000,2013,526,7.6,2.35,53000
Color,Woody Allen,415,98,11000,218,Charlie Tahan,594,33404871,Drama,Sally Hawkins,Blue Jasmine ,150082,1353,Andrew Dice Clay,1,congenital liar|mental breakdown|self deception|snob|talking to oneself,384,English,USA,PG-13,18000000,2013,268,7.3,2.35,36000
Color,Jason Reitman,217,111,655,405,Kate Winslet,24000,13362308,Drama,J.K. Simmons,Labor Day ,31898,39307,Brooke Smith,1,baseball|baseball practice|escaped convict|neighbor|tied to a chair,111,English,USA,PG-13,18000000,2013,14000,6.9,2.35,
Color,Courtney Solomon,146,90,31,179,Paul Freeman,210,10494494,Action|Crime|Thriller,Rebecca Budig,Getaway ,19586,676,Bruce Payne,1,die hard scenario|earth viewed from space|race against time|race car driver|title at the end,109,English,USA,PG-13,18000000,2013,193,4.4,2.35,4000
Color,Kasi Lemmons,40,93,148,170,Mary J. Blige,549,7017178,Drama|Family|Music|Musical,Jennifer Hudson,Black Nativity ,1633,1373,Vondie Curtis-Hall,5,based on stage musical|based on the bible|christmas|color in title|nativity,17,English,USA,PG,17500000,2013,269,4.4,2.35,
Color,Malcolm D. Lee,56,123,92,849,Sanaa Lathan,1000,70492685,Comedy|Drama,Harold Perrineau,The Best Man Holiday ,11600,5306,Eddie Cibrian,5,childbirth|christmas|gay slur|infidelity|punched in the nose,64,English,USA,R,17000000,2013,886,6.7,2.35,7000
Color,Fede Alvarez,543,96,201,58,Elizabeth Blackmore,394,54239856,Horror,Lou Taylor Pucci,Evil Dead ,125016,673,Ellen Sandweiss,0,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,789,English,USA,R,17000000,2013,150,6.5,2.35,70000
Color,James Gray,230,120,115,310,Dagmara Dominczyk,10000,1984743,Drama|Romance,Jeremy Renner,The Immigrant ,20616,11019,Angela Sarafyan,3,immigrant|immigration|magician|money|prostitution,70,English,USA,R,16000000,2013,316,6.6,2.35,
Color,Jeff Tremaine,157,102,79,27,Georgina Cates,925,101978840,Comedy,Jackson Nicoll,Bad Grandpa ,77724,1018,Grasie Mercedes,0,child beauty pageant|grandson|hidden camera|jackass|road trip,162,English,USA,R,15000000,2013,38,6.6,1.85,26000
Color,Ric Roman Waugh,238,112,29,874,Harold Perrineau,12000,42919096,Action|Drama|Thriller,Dwayne Johnson,Snitch ,64747,15800,Nadine Velazquez,1,cigarette smoking|dea|drugs|inspired by true events|undercover,122,English,USA,PG-13,15000000,2013,1000,6.5,2.35,12000
Color,Ric Roman Waugh,238,112,29,874,Harold Perrineau,12000,42919096,Action|Drama|Thriller,Dwayne Johnson,Snitch ,64748,15800,Nadine Velazquez,1,cigarette smoking|dea|drugs|inspired by true events|undercover,122,English,USA,PG-13,15000000,2013,1000,6.5,2.35,12000
Color,Tina Gordon Chism,43,95,24,426,S. Epatha Merkerson,931,9123834,Comedy|Romance,Tyler James Williams,Peeples ,4065,3322,Diahann Carroll,6,african american,33,English,USA,PG-13,15000000,2013,539,5.3,2.35,
Color,Brad Anderson,285,94,122,383,Tara Platt,873,51872378,Crime|Thriller,Michael Imperioli,The Call ,88241,2812,Roma Maffia,0,911 operator|calling 911|die hard scenario|head held underwater|white villain,266,English,USA,R,13000000,2013,461,6.7,1.85,23000
Color,Jon Lucas,168,93,24,499,Josie Loren,552,25675765,Comedy,Justin Chon,21 & Over ,60407,2730,Sarah Wright,0,21st birthday|college student|drunken man|pubic hair|standing up to father,84,English,USA,R,13000000,2013,528,5.9,2.35,11000
Color,Paul Weitz,150,107,80,252,Sarita Choudhury,2000,18004225,Comedy|Drama|Romance,Tina Fey,Admission ,28573,3004,Christopher Evan Welch,2,adoption|female protagonist|princeton university|wedding|working women,87,English,USA,PG-13,13000000,2013,257,5.7,2.35,5000
 Black and White,Alexander Payne,433,115,729,622,Bruce Dern,1000,17613460,Adventure|Comedy|Drama,Devin Ratray,Nebraska ,91082,3798,Will Forte,0,aging|billings montana|lincoln nebraska|nebraska|pickup truck,274,English,USA,R,12000000,2013,844,7.8,2.35,28000
Color,John Luessenhop,282,92,34,322,Keram Malicki-Sánchez,383,34334256,Horror|Thriller,Gunnar Hansen,Texas Chainsaw 3D ,35131,1945,Shaun Sipos,0,chainsaw|halloween|mansion|massacre|texas,255,English,USA,R,11000000,2013,333,4.8,2.35,16000
Color,Ethan Coen,535,104,1000,272,Max Casella,3000,13214255,Drama|Music,Justin Timberlake,Inside Llewyn Davis ,96233,4082,Alex Karpovsky,1,1960s|car hitting an animal|folk singer|friend|singer,313,English,USA,R,11000000,2013,275,7.4,1.85,26000
Color,Morgan Spurlock,83,106,293,547,Zayn Malik,773,28873374,Documentary|Music,Harry Styles,One Direction: This Is Us ,22161,2787,Niall Horan,11,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,68,English,USA,PG,10000000,2013,734,4.1,1.85,
Color,Jason Bateman,126,89,,322,Philip Baker Hall,628,7764027,Comedy|Drama,Beth Grant,Bad Words ,38459,2061,Patricia Belcher,0,directed by star|indian american|spelling|spelling bee|two word title,119,English,USA,R,10000000,2013,497,6.7,2.35,
Color,J.C. Chandor,346,106,78,,,0,6262942,Action|Adventure|Drama,Robert Redford,All Is Lost ,59545,0,,0,boat|container|sea|shipping container|storm,312,English,USA,PG-13,9000000,2013,,6.9,2.35,18000
Color,David E. Talbert,52,96,68,1000,Christina Milian,3000,21564616,Comedy,Djimon Hounsou,Baggage Claim ,7098,8097,Boris Kodjoe,9,woman wearing only a man's shirt,41,English,USA,PG-13,8500000,2013,1000,5,1.85,
Color,Nicole Holofcener,231,93,132,216,Ben Falcone,434,17536788,Comedy|Drama|Romance,Christopher Nicholas Smith,Enough Said ,49240,1183,Michaela Watkins,2,dating|divorcee|ex husband|ex wife|party,142,English,USA,PG-13,8000000,2013,265,7.1,1.85,12000
Color,John Carney,283,104,109,7,Karen Pittman,480,16168741,Drama|Music,James Corden,Begin Again ,99430,517,Mary Catherine Garrison,1,manhattan new york city|new york city|record label|singer|song,182,English,USA,R,8000000,2013,12,7.4,1.85,43000
Color,Elizabeth Banks,180,94,,3000,Kate Winslet,20000,8828771,Comedy,Hugh Jackman,Movie 43 ,79146,41059,Seth MacFarlane,10,awkwardness|embarrassment|gross out|irreverence|shame,352,English,USA,R,6000000,2013,14000,4.3,1.85,25000
Color,Eli Roth,285,100,,389,Richard Burgi,640,7186670,Adventure|Horror,Daryl Sabara,The Green Inferno ,21468,2082,Magda Apanowicz,0,activist|amazon|color in title|rain|rain forest,164,English,USA,R,6000000,2013,550,5.4,2.35,12000
Color,James Wan,318,106,,482,Barbara Hershey,852,83574831,Fantasy|Horror|Thriller,Lin Shaye,Insidious: Chapter 2 ,109214,2975,Leigh Whannell,0,barricading a door|injection in leg|police detective|supernatural|taser,269,English,USA,PG-13,5000000,2013,618,6.6,2.35,35000
Color,Mike Flanagan,336,104,59,202,Rory Cochrane,972,27689474,Horror|Mystery,James Lafferty,Oculus ,85688,2071,Garrett Ryan,0,home office|mirror|released from a mental hospital|trauma|video camera,339,English,USA,R,5000000,2013,407,6.5,2.35,23000
Color,Jean-Marc Vallée,471,117,212,896,Jennifer Garner,11000,27296514,Biography|Drama,Matthew McConaughey,Dallas Buyers Club ,326494,17738,Denis O'Hare,0,drugs|fda|gay community|hiv|homophobia,340,English,USA,R,5000000,2013,3000,8,2.35,65000
Color,Nat Faxon,276,103,214,424,Liam James,7000,21501098,Comedy|Drama,Steve Carell,The Way Way Back ,115813,8375,Jim Rash,1,awkward boy|shy kid|summer|vacation|water park,216,English,USA,PG-13,5000000,2013,468,7.4,1.85,22000
Color,David Gordon Green,232,117,234,221,Tye Sheridan,12000,371897,Drama,Nicolas Cage,Joe ,36494,13607,Ronnie Gene Blevins,2,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,118,English,USA,R,4000000,2013,1000,6.9,2.35,11000
Color,James DeMonaco,361,85,65,535,Adelaide Kane,942,64423650,Horror|Sci-Fi|Thriller,Rhys Wakefield,The Purge ,139329,3708,Chris Mulkey,0,class differences|killing spree|one night|suburb|violence,578,English,USA,R,3000000,2013,810,5.7,2.35,31000
Color,Joseph Gordon-Levitt,364,90,23000,694,Scarlett Johansson,23000,24475193,Comedy|Drama|Romance,Joseph Gordon-Levitt,Don Jon ,190494,44265,Tony Danza,1,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,314,English,USA,R,3000000,2013,19000,6.6,2.35,33000
Color,Richard Linklater,405,109,,48,Ariane Labed,140,8114507,Drama|Romance,Seamus Davey-Fitzpatrick,Before Midnight ,95362,328,Athina Rachel Tsangari,1,friend|greece|greek|hotel room|twin,270,English,USA,R,3000000,2013,63,7.9,1.85,62000
Color,Michael Tiddes,129,86,89,555,Alanna Ubach,713,40041683,Comedy|Fantasy,Essence Atkins,A Haunted House ,34620,3421,J.B. Smoove,6,hamburger|parody|priest|psychic|woman in a bikini,107,English,USA,R,2500000,2013,584,5.1,1.85,
Color,Leslie Small,26,75,15,36,La'Princess Jackson,1000,32230907,Comedy|Documentary,David Jason Perez,Kevin Hart: Let Me Explain ,6062,1385,Dana Hanna,0,lying|montreal|reference to twitter|reference to youtube|toronto,30,English,USA,R,2500000,2013,309,6.7,1.85,
Color,James Ponsoldt,220,95,53,478,Jennifer Jason Leigh,8000,6851969,Comedy|Drama|Romance,Shailene Woodley,The Spectacular Now ,105591,10040,Dayo Okeniyi,1,crying man|high school|high school senior|men's clothing store|party,178,English,USA,R,2500000,2013,1000,7.1,2.35,10000
Color,Maggie Carey,97,104,38,690,Alia Shawkat,801,3447339,Comedy|Romance,Donald Glover,The To Do List ,29517,2667,Scott Porter,7,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,79,English,USA,R,1500000,2013,727,5.8,1.78,
Color,David Boyd,10,113,29,449,Drew Waters,890,2859955,Drama|Sport,Vivica A. Fox,Home Run ,2417,2681,Scott Elrod,2,addiction|alcoholic|baseball|car accident|reference to god,32,English,USA,PG-13,1200000,2013,848,6,2.35,
Color,Tom Sanchez,1,110,,0,Antonio Arrué,3,3830,Comedy|Drama,Nataniel Sánchez,The Knife of Don Juan ,27,5,Juan Carlos Montoya,3,,1,Spanish,USA,,1200000,2013,2,7.2,,75
Color,Jeremy Saulnier,279,90,57,92,Eve Plumb,1000,258113,Crime|Drama|Thriller,Devin Ratray,Blue Ruin ,42678,1528,Amy Hargreaves,0,blood splatter|car|neo noir|vengeance|vomiting,135,English,USA,R,1066167,2013,235,7.1,2.35,
Color,Morgan Neville,149,91,9,13,Lou Adler,130,4946250,Documentary|Music,Sheryl Crow,20 Feet from Stardom ,9540,198,Merry Clayton,0,backup singer|band|bechdel test passed|concert footage|singer,80,English,USA,PG-13,1000000,2013,19,7.4,1.78,14000
